ticker,risk_free_rate,trend,iv_env,signal_rating,recommended_structure,adx,rsi,pcr,rel_volume,macd_trend,spot,prev_close,price_change,price_change_pct,macd_hist,iv_rank_proxy,expiry,dte,weekly_trend,ema200,ema200_position,news_sentiment,news_headlines,news_bullish,news_bearish,analyst_buy,analyst_hold,analyst_sell,analyst_net_score,analyst_label,div_ex_date,div_days_to_ex,div_yield,div_in_window,short_interest,vol_skew_put_iv,vol_skew_call_iv,vol_skew_pct,pcr_sentiment,unusual_activity,vol_oi_ratio,call_oi,put_oi,oi_delta_calls,oi_delta_puts,back_expiry,back_dte,iv_term_shape,iv_term_note,iv_front_iv,iv_back_iv,iv_edge_pct,atm_iv,hv20,iv_premium,iv_discount,iv_hv_ratio,regime,signal_score,signal_notes,status,structure,recommended,details,pop,ev,max_profit,meets_min_profit,max_loss,meets_max_loss,net_delta,net_theta,net_gamma,net_vega,is_credit,long_strike,short_strike,spot_at_entry,profit_target,capital_required,gamma_penalty,div_warning,div_penalty,proximity_penalty,signal_score_adj,put_long_strike,put_short_strike,call_short_strike,call_long_strike
AMZN,0.03668,Range-bound,Low,Weak,No Trade,27.0,50.9,0.45,0.71,Bullish,242.67,241.7,0.97,0.4,0.916,30.4,2026-07-17,15,Uptrend,235.98,above,Mixed,"[""The average investor is running away from 'Magnificent 7' stocks"", ""Meta just picked a fight with Amazon's cash cow"", ""Trump Jr.'s 'Amazon of guns' could make millions under new proposed firearm rule \xa0"", 'Anthropic AI Ban Reversal Raises Fresh Investor Questions', 'Microsoft Invests $2.5 Billion in New AI Implementation Business']",1,1,0,0,0,0.0,N/A,,,,False,1.01,0.3492,0.3329,1.63,Bullish,False,0.12,394525,175845,0.0,0.0,2026-08-14,43,Contango,Front IV 34% < Back IV 41% (-17.5%) — normal term structure; calendar spread has no vol-edge advantage,0.335,0.406,-17.5,0.335,0.3725,-0.0375,True,0.899,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -3.8% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Call Credit Spread,False,"SELL 257.5C / BUY 260.0C (short delta 0.21, credit ~$0.16, width $2, credit/width 6%, need >=25%, max profit $0.16 below $0.20 min, max loss $2.34 exceeds $1.20 risk cap) | take-profit target ~$0.14 (90% of max profit)",79.5,-0.353,0.16,False,2.34,False,-0.036,0.0166,-0.002089,-0.0155,True,260.0,257.5,242.67,0.144,234.0,0.0,False,0.0,0.0,-0.0,,,,
AMZN,0.03668,Range-bound,Low,Weak,No Trade,27.0,50.9,0.45,0.71,Bullish,242.67,241.7,0.97,0.4,0.916,30.4,2026-07-17,15,Uptrend,235.98,above,Mixed,"[""The average investor is running away from 'Magnificent 7' stocks"", ""Meta just picked a fight with Amazon's cash cow"", ""Trump Jr.'s 'Amazon of guns' could make millions under new proposed firearm rule \xa0"", 'Anthropic AI Ban Reversal Raises Fresh Investor Questions', 'Microsoft Invests $2.5 Billion in New AI Implementation Business']",1,1,0,0,0,0.0,N/A,,,,False,1.01,0.3492,0.3329,1.63,Bullish,False,0.12,394525,175845,0.0,0.0,2026-08-14,43,Contango,Front IV 34% < Back IV 41% (-17.5%) — normal term structure; calendar spread has no vol-edge advantage,0.335,0.406,-17.5,0.335,0.3725,-0.0375,True,0.899,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -3.8% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Iron Condor,False,"SELL 230.0P/BUY 227.5P + SELL 257.5C/BUY 260.0C (total credit ~$0.39, put 9% / call 6% of width, need >=25%, max profit $0.39 meets $0.20 min, max loss $2.11 exceeds $1.20 risk cap) | take-profit target ~$0.35 (90% of max profit)",58.7,-0.643,0.39,True,2.11,False,0.003,0.0333,-0.004259,-0.0323,True,,,242.67,0.351,211.0,0.0,False,0.0,0.0,-0.0,227.5,230.0,257.5,260.0
AMZN,0.03668,Range-bound,Low,Weak,No Trade,27.0,50.9,0.45,0.71,Bullish,242.67,241.7,0.97,0.4,0.916,30.4,2026-07-17,15,Uptrend,235.98,above,Mixed,"[""The average investor is running away from 'Magnificent 7' stocks"", ""Meta just picked a fight with Amazon's cash cow"", ""Trump Jr.'s 'Amazon of guns' could make millions under new proposed firearm rule \xa0"", 'Anthropic AI Ban Reversal Raises Fresh Investor Questions', 'Microsoft Invests $2.5 Billion in New AI Implementation Business']",1,1,0,0,0,0.0,N/A,,,,False,1.01,0.3492,0.3329,1.63,Bullish,False,0.12,394525,175845,0.0,0.0,2026-08-14,43,Contango,Front IV 34% < Back IV 41% (-17.5%) — normal term structure; calendar spread has no vol-edge advantage,0.335,0.406,-17.5,0.335,0.3725,-0.0375,True,0.899,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -3.8% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Call Debit Spread,False,"BUY 245.0C / SELL 260.0C (long delta 0.47, debit ~$4.40, width $15, max profit $10.60 meets $0.20 min, max loss $4.40 exceeds $1.20 risk cap) | take-profit target ~$9.54 (90% of max profit)",46.6,2.592,10.6,True,4.4,False,0.296,-0.0851,0.008916,0.0712,False,245.0,260.0,242.67,9.54,440.0,0.0,False,0.0,0.0,-0.0,,,,
AMZN,0.03668,Range-bound,Low,Weak,No Trade,27.0,50.9,0.45,0.71,Bullish,242.67,241.7,0.97,0.4,0.916,30.4,2026-07-17,15,Uptrend,235.98,above,Mixed,"[""The average investor is running away from 'Magnificent 7' stocks"", ""Meta just picked a fight with Amazon's cash cow"", ""Trump Jr.'s 'Amazon of guns' could make millions under new proposed firearm rule \xa0"", 'Anthropic AI Ban Reversal Raises Fresh Investor Questions', 'Microsoft Invests $2.5 Billion in New AI Implementation Business']",1,1,0,0,0,0.0,N/A,,,,False,1.01,0.3492,0.3329,1.63,Bullish,False,0.12,394525,175845,0.0,0.0,2026-08-14,43,Contango,Front IV 34% < Back IV 41% (-17.5%) — normal term structure; calendar spread has no vol-edge advantage,0.335,0.406,-17.5,0.335,0.3725,-0.0375,True,0.899,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -3.8% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Put Debit Spread,False,"BUY 242.5P / SELL 227.5P (long delta -0.47, debit ~$5.00, width $15, max profit $10.00 meets $0.20 min, max loss $5.00 exceeds $1.20 risk cap) | take-profit target ~$9.00 (90% of max profit)",47.4,2.103,10.0,True,5.0,False,-0.304,-0.0645,0.00965,0.0717,False,242.5,227.5,242.67,9.0,500.0,0.0,False,0.0,0.0,-0.0,,,,
AMZN,0.03668,Range-bound,Low,Weak,No Trade,27.0,50.9,0.45,0.71,Bullish,242.67,241.7,0.97,0.4,0.916,30.4,2026-07-17,15,Uptrend,235.98,above,Mixed,"[""The average investor is running away from 'Magnificent 7' stocks"", ""Meta just picked a fight with Amazon's cash cow"", ""Trump Jr.'s 'Amazon of guns' could make millions under new proposed firearm rule \xa0"", 'Anthropic AI Ban Reversal Raises Fresh Investor Questions', 'Microsoft Invests $2.5 Billion in New AI Implementation Business']",1,1,0,0,0,0.0,N/A,,,,False,1.01,0.3492,0.3329,1.63,Bullish,False,0.12,394525,175845,0.0,0.0,2026-08-14,43,Contango,Front IV 34% < Back IV 41% (-17.5%) — normal term structure; calendar spread has no vol-edge advantage,0.335,0.406,-17.5,0.335,0.3725,-0.0375,True,0.899,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -3.8% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Jade Lizard,False,"SELL 232.5P (naked, delta -0.25) + SELL 257.5C / BUY 260.0C (total credit ~$2.73, call spread width $2) - no upside risk, downside breakeven $229.77 (uncapped risk below that), max profit $2.73 meets $0.20 min, naked put requires ~$3836 margin (exceeds $1000 capital)) | take-profit target ~$2.46 (90% of max profit)",54.3,,2.73,True,,,0.216,0.1905,-0.020893,-0.1724,True,,,,2.457,3836.4,0.0,False,0.0,0.0,-0.0,,,,
AMZN,0.03668,Range-bound,Low,Weak,No Trade,27.0,50.9,0.45,0.71,Bullish,242.67,241.7,0.97,0.4,0.916,30.4,2026-07-17,15,Uptrend,235.98,above,Mixed,"[""The average investor is running away from 'Magnificent 7' stocks"", ""Meta just picked a fight with Amazon's cash cow"", ""Trump Jr.'s 'Amazon of guns' could make millions under new proposed firearm rule \xa0"", 'Anthropic AI Ban Reversal Raises Fresh Investor Questions', 'Microsoft Invests $2.5 Billion in New AI Implementation Business']",1,1,0,0,0,0.0,N/A,,,,False,1.01,0.3492,0.3329,1.63,Bullish,False,0.12,394525,175845,0.0,0.0,2026-08-14,43,Contango,Front IV 34% < Back IV 41% (-17.5%) — normal term structure; calendar spread has no vol-edge advantage,0.335,0.406,-17.5,0.335,0.3725,-0.0375,True,0.899,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -3.8% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Calendar Spread,False,Could not price ATM calendar at strike 242.5 (2026-07-17 / 2026-08-14) - missing strike or bid/ask,,,,,,,,,,,,,,,,,0.0,False,0.0,0.0,-0.0,,,,
AMZN,0.03668,Range-bound,Low,Weak,No Trade,27.0,50.9,0.45,0.71,Bullish,242.67,241.7,0.97,0.4,0.916,30.4,2026-07-17,15,Uptrend,235.98,above,Mixed,"[""The average investor is running away from 'Magnificent 7' stocks"", ""Meta just picked a fight with Amazon's cash cow"", ""Trump Jr.'s 'Amazon of guns' could make millions under new proposed firearm rule \xa0"", 'Anthropic AI Ban Reversal Raises Fresh Investor Questions', 'Microsoft Invests $2.5 Billion in New AI Implementation Business']",1,1,0,0,0,0.0,N/A,,,,False,1.01,0.3492,0.3329,1.63,Bullish,False,0.12,394525,175845,0.0,0.0,2026-08-14,43,Contango,Front IV 34% < Back IV 41% (-17.5%) — normal term structure; calendar spread has no vol-edge advantage,0.335,0.406,-17.5,0.335,0.3725,-0.0375,True,0.899,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -3.8% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Diagonal Spread,False,Range-bound market — diagonal spread needs a directional bias (Uptrend or Downtrend),,,,,,,,,,,,,,,,,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Put Credit Spread,False,"SELL 460.0P / BUY 455.0P - wide bid/ask spread gives net credit ~$0.00 (<=0), not tradeable as a credit spread",,,,,,,,,,,,,,,,,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Cash Secured Put,False,"SELL 460.0P (delta -0.20, credit ~$9.35, breakeven $450.65, max loss $450.65/share if stock → 0, max profit $9.35 meets $0.20 min) | take-profit target ~$8.41 (90% of max profit)",80.1,,9.35,True,450.65,,0.199,0.7425,-0.0034,-0.2931,True,,460.0,517.82,8.415,45065.0,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Covered Call,False,"SELL 590.0C (delta 0.21, credit ~$7.75, max profit if called $79.93/share, breakeven $582.25, max profit $7.75 meets $0.20 min) | take-profit target ~$71.94 (90% of max profit)",120.8,,79.93,True,,,-0.208,0.7285,-0.0038,-0.3006,True,,590.0,517.82,71.937,,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Call Credit Spread,False,"SELL 590.0C / BUY 595.0C - wide bid/ask spread gives net credit ~$-0.10 (<=0), not tradeable as a credit spread",,,,,,,,,,,,,,,,,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Iron Condor,False,"Put credit ~$0.00 / call credit ~$-0.10 - wide bid/ask spread on one or both sides gives net credit <=0, not tradeable",,,,,,,,,,,,,,,,,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Call Debit Spread,False,"BUY 530.0C / SELL 595.0C (long delta 0.47, debit ~$19.05, width $65, max profit $45.95 meets $0.20 min, max loss $19.05 exceeds $1.20 risk cap) | take-profit target ~$41.35 (90% of max profit)",47.0,11.522,45.95,True,19.05,False,0.279,-0.3382,0.001606,0.1315,False,530.0,595.0,517.82,41.355,1905.0,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Put Debit Spread,False,"BUY 520.0P / SELL 455.0P (long delta -0.48, debit ~$23.55, width $65, max profit $41.45 meets $0.20 min, max loss $23.55 exceeds $1.20 risk cap) | take-profit target ~$37.30 (90% of max profit)",47.8,7.511,41.45,True,23.55,False,-0.296,-0.2778,0.00198,0.1409,False,520.0,455.0,517.82,37.305,2355.0,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Jade Lizard,False,Could not build naked short put + call credit spread legs (missing/illiquid strikes),,,,,,,,,,,,,,,,,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Calendar Spread,False,Could not price ATM calendar at strike 517.5 (2026-07-17 / 2026-08-14) - missing strike or bid/ask,,,,,,,,,,,,,,,,,0.0,False,0.0,0.0,-0.0,,,,
AMD,0.03668,Range-bound,Low,Weak,No Trade,24.5,54.6,0.88,0.85,Bearish,517.82,540.88,-23.06,-4.26,-3.485,26.3,2026-07-17,15,Uptrend,308.29,above,Bearish,"['Marvell Stock: A Faster Lane On The Same Highway', 'Jim Cramer Just Named His Favorite Stock, and It’s the Comeback Nobody Saw Coming', ""1 Major Warning Flag AMD and Intel Investors Can't Afford to Ignore"", 'Google, Disney Intellectual Property Licensing Partner Teases Breakout. Top Funds Buy In.', 'Intel Sinks 6% Even as HSBC Sees 60% Upside, AMD Slides 5% as Chip Stocks Pull Back']",1,2,0,0,0,0.0,N/A,1995-04-27,-11389.0,,False,2.88,0.7408,0.7189,2.19,Neutral,False,0.29,53322,46836,0.0,0.0,2026-08-14,43,Contango,Front IV 73% < Back IV 80% (-8.7%) — normal term structure; calendar spread has no vol-edge advantage,0.7271,0.7965,-8.7,0.7271,0.8911,-0.164,True,0.816,chop,-0.072,"['weekly trend (Uptrend) conflicts with daily (Range-bound)', 'IV discount -16.4% vs HV20 — buying cheap options adds edge']",No Trade (matrix says Low IV + Range-bound),Diagonal Spread,False,Range-bound market — diagonal spread needs a directional bias (Uptrend or Downtrend),,,,,,,,,,,,,,,,,0.0,False,0.0,0.0,-0.0,,,,
TSLA,0.03668,Downtrend,Low,Moderate,Put Debit Spread,16.1,48.1,0.84,1.46,Bullish,393.45,425.3,-31.85,-7.49,1.651,20.1,2026-07-17,15,Range-bound,398.13,below,Bullish,"['Stock market today: Dow notches fresh record, Nasdaq slides as Tesla sinks, semiconductors extend decline', 'Dow Jones Futures: Dow Hits High But AI Tumbles; Apple, Robinhood Are Buys As Tesla, Sandisk Dive', 'Stock Market Today: Dow Runs 590 Points To New High But Meta, Chip, Optical Stocks Slammed', 'Update: Dow Rises to Record as Wall Street Logs Weekly Gains', 'Update: US Equity Indexes Mixed as Weak Jobs Data Trigger Rotation Out of Growth Stocks']",3,1,0,0,0,0.0,N/A,,,,False,2.34,0.4488,0.4375,1.13,Neutral,False,0.4,184166,154305,0.0,0.0,2026-08-14,43,Flat,"Front IV 44% ≈ Back IV 46% — flat term structure, calendar spread is neutral on IV",0.4388,0.4583,-4.3,0.4388,0.6257,-0.1869,True,0.701,chop,0.831,"['Price below EMA200 — institutional downtrend confirms bearish bias', 'ADX 16.1 choppy market — weak case for directional trade', 'RSI 48.1 bearish momentum', 'MACD Bullish conflicts with downside bias', 'news sentiment Bullish — headwind for downside trade', 'IV discount -18.7% vs HV20 — buying cheap options adds edge', 'Short interest 2.3% — low short float supports steady downside']",OK,Put Credit Spread,False,"SELL 365.0P / BUY 362.5P (short delta -0.19, credit ~$0.35, width $2, credit/width 14%, need >=25%, max profit $0.35 meets $0.20 min, max loss $2.15 exceeds $1.20 risk cap) | take-profit target ~$0.32 (90% of max profit)",80.8,-0.131,0.35,True,2.15,False,0.018,0.0175,-0.000491,-0.0132,True,362.5,365.0,393.45,0.315,215.0,0.0,False,0.0,0.0,-0.0,,,,
TSLA,0.03668,Downtrend,Low,Moderate,Put Debit Spread,16.1,48.1,0.84,1.46,Bullish,393.45,425.3,-31.85,-7.49,1.651,20.1,2026-07-17,15,Range-bound,398.13,below,Bullish,"['Stock market today: Dow notches fresh record, Nasdaq slides as Tesla sinks, semiconductors extend decline', 'Dow Jones Futures: Dow Hits High But AI Tumbles; Apple, Robinhood Are Buys As Tesla, Sandisk Dive', 'Stock Market Today: Dow Runs 590 Points To New High But Meta, Chip, Optical Stocks Slammed', 'Update: Dow Rises to Record as Wall Street Logs Weekly Gains', 'Update: US Equity Indexes Mixed as Weak Jobs Data Trigger Rotation Out of Growth Stocks']",3,1,0,0,0,0.0,N/A,,,,False,2.34,0.4488,0.4375,1.13,Neutral,False,0.4,184166,154305,0.0,0.0,2026-08-14,43,Flat,"Front IV 44% ≈ Back IV 46% — flat term structure, calendar spread is neutral on IV",0.4388,0.4583,-4.3,0.4388,0.6257,-0.1869,True,0.701,chop,0.831,"['Price below EMA200 — institutional downtrend confirms bearish bias', 'ADX 16.1 choppy market — weak case for directional trade', 'RSI 48.1 bearish momentum', 'MACD Bullish conflicts with downside bias', 'news sentiment Bullish — headwind for downside trade', 'IV discount -18.7% vs HV20 — buying cheap options adds edge', 'Short interest 2.3% — low short float supports steady downside']",OK,Cash Secured Put,False,"SELL 365.0P (delta -0.19, credit ~$4.10, breakeven $360.90, max loss $360.90/share if stock → 0, max profit $4.10 meets $0.20 min) | take-profit target ~$3.69 (90% of max profit)",80.8,,4.1,True,360.9,,0.192,0.326,-0.0075,-0.2182,True,,365.0,393.45,3.69,36090.0,0.0,False,0.0,0.0,-0.0,,,,
